application_id,review_stage,review_status,score,community_priority,equity_score,reviewed_at,review_version,panel_code
A26-5021,final,complete,86,93,81,2026-03-17T09:40-07:00,2,P-A
A26-1695,final,complete,89,92,71,2026-03-19T12:00-07:00,1,P-B
A26-1455,final,complete,94,98,97,2026-03-22T15:40-07:00,1,P-B
A26-1673,screening,complete,84,88,79,2026-03-07T09:00-08:00,1,P-C
A26-1873,final,complete,76,77,91,2026-03-21T14:20-07:00,1,P-A
A26-5055,final,complete,74,77,85,2026-03-21T15:40-07:00,1,P-D
A26-6215,final,complete,86,83,99,2026-03-15T15:20-07:00,1,P-D
A26-9928,final,complete,75,94,75,2026-03-18T11:20-07:00,1,P-A
A26-3051,screening,complete,71,91,60,2026-03-06T12:00-08:00,1,P-B
A26-3000,final,complete,80,84,80,2026-03-23T12:40-07:00,1,P-A
A26-5016,final,complete,81,89,96,2026-03-19T09:40-07:00,1,P-C
A26-9571,final,complete,83,75,91,2026-03-20T10:00-07:00,1,P-A
A26-8896,final,complete,75,81,98,2026-03-13T11:40-07:00,1,P-C
A26-1133,final,complete,86,77,84,2026-03-09T16:20-07:00,1,P-D
A26-6126,final,complete,87,86,95,2026-03-19T12:20-07:00,1,P-C
A26-4229,screening,complete,95,65,86,2026-03-04T15:00-08:00,1,P-A
A26-5026,screening,complete,69,84,76,2026-03-02T12:00-08:00,1,P-A
A26-2031,screening,complete,97,90,89,2026-03-02T09:00-08:00,1,P-B
A26-2482,screening,complete,80,79,99,2026-03-08T09:00-08:00,1,P-B
A26-4805,final,complete,83,94,99,2026-03-20T15:00-07:00,1,P-A
A26-5138,screening,complete,66,89,66,2026-03-02T13:00-08:00,1,P-B
A26-1873,screening,complete,86,66,69,2026-03-07T14:00-08:00,1,P-D
A26-8545,screening,complete,93,66,88,2026-03-05T16:00-08:00,1,P-C
A26-5099,screening,complete,62,67,93,2026-03-04T16:00-08:00,1,P-D
A26-1380,screening,complete,67,82,70,2026-03-06T13:00-08:00,1,P-C
A26-5123,final,complete,82,75,75,2026-03-12T14:40-07:00,1,P-B
A26-1873,final,complete,81,74,87,2026-03-18T14:20-07:00,1,P-D
A26-8574,final,pending,74,82,87,2026-03-22T10:20-07:00,1,P-A
A26-5166,final,complete,75,97,89,2026-03-19T12:00-07:00,1,P-B
A26-0399,final,complete,76,83,92,2026-03-12T15:40-07:00,1,P-C
A26-5274,final,complete,93,93,89,2026-03-15T17:20-07:00,1,P-B
A26-5547,screening,complete,83,81,75,2026-03-04T10:00-08:00,1,P-B
A26-7111,final,complete,75,81,97,2026-03-22T14:40-07:00,1,P-B
A26-3614,final,complete,80,96,94,2026-03-07T09:40-07:00,1,P-C
A26-0754,final,complete,79,91,71,2026-03-23T10:00-07:00,1,P-B
A26-8259,final,complete,85,78,83,2026-03-18T11:20-07:00,2,P-B
A26-8576,screening,complete,57,82,72,2026-03-02T15:00-08:00,1,P-B
A26-7399,final,complete,83,76,81,2026-03-12T14:40-07:00,1,P-D
A26-9016,final,complete,79,89,90,2026-03-13T14:40-07:00,1,P-D
A26-4862,final,complete,99,68,95,2026-03-16T17:00-07:00,1,P-B
A26-5696,final,complete,76,84,70,2026-03-10T13:20-07:00,1,P-B
A26-0600,screening,complete,93,74,75,2026-03-06T11:00-08:00,1,P-B
A26-4010,final,complete,79,85,99,2026-03-12T17:20-07:00,1,P-D
A26-5119,final,complete,80,78,88,2026-03-17T15:00-07:00,1,P-B
A26-6954,final,complete,79,95,88,2026-03-14T16:40-07:00,1,P-C
A26-2977,final,pending,77,84,72,2026-03-12T16:20-07:00,1,P-A
A26-8205,final,complete,89,75,92,2026-03-15T11:40-07:00,1,P-D
A26-5053,screening,complete,96,73,66,2026-03-03T15:00-08:00,1,P-B
A26-4430,final,complete,77,93,71,2026-03-12T17:00-07:00,1,P-D
A26-9295,final,complete,79,79,80,2026-03-13T11:20-07:00,1,P-A
A26-5018,final,complete,92,78,96,2026-03-22T16:00-07:00,1,P-C
A26-2933,final,complete,98,73,85,2026-03-17T10:20-07:00,1,P-A
A26-5057,final,complete,85,82,94,2026-03-14T17:40-07:00,1,P-B
A26-5074,final,pending,86,97,94,2026-03-19T10:40-07:00,1,P-D
A26-5169,screening,complete,71,97,72,2026-03-03T09:00-08:00,1,P-A
A26-4142,final,complete,70,74,72,2026-03-12T15:20-07:00,1,P-B
A26-6280,final,complete,88,99,90,2026-03-15T16:40-07:00,1,P-B
A26-1175,screening,complete,68,92,67,2026-03-07T16:00-08:00,1,P-C
A26-8259,final,complete,90,76,79,2026-03-11T11:20-07:00,1,P-B
A26-5170,final,complete,92,98,73,2026-03-16T15:40-07:00,1,P-C
A26-3051,final,complete,96,81,88,2026-03-15T16:20-07:00,1,P-A
A26-8689,final,complete,87,97,96,2026-03-19T12:20-07:00,1,P-A
A26-6808,screening,complete,68,70,86,2026-03-06T16:00-08:00,1,P-B
A26-2239,final,complete,88,74,89,2026-03-17T15:40-07:00,1,P-C
A26-4388,final,complete,96,94,94,2026-03-18T14:00-07:00,2,P-B
A26-1004,screening,complete,64,82,69,2026-03-06T12:00-08:00,1,P-A
A26-8544,final,complete,89,75,72,2026-03-23T09:40-07:00,1,P-A
A26-5075,final,complete,92,72,95,2026-03-14T12:20-07:00,1,P-D
A26-5076,final,complete,77,90,91,2026-03-21T17:20-07:00,1,P-A
A26-1298,final,complete,98,91,87,2026-03-05T17:00-07:00,1,P-C
A26-5155,final,complete,76,76,79,2026-03-13T16:00-07:00,1,P-B
A26-5072,final,complete,72,86,83,2026-03-06T10:20-07:00,1,P-D
A26-5160,screening,complete,74,77,72,2026-03-06T09:00-08:00,1,P-D
A26-9786,final,complete,77,77,90,2026-03-23T09:00-07:00,1,P-C
A26-0044,screening,complete,88,67,94,2026-03-03T11:00-08:00,1,P-C
A26-5002,final,complete,78,85,91,2026-03-23T11:40-07:00,1,P-C
A26-9984,final,complete,83,83,75,2026-03-16T15:40-07:00,1,P-D
A26-2619,screening,complete,,93,81,2026-03-04T14:00-08:00,1,P-D
A26-5085,final,complete,78,89,90,2026-03-12T14:40-07:00,1,P-A
A26-0994,final,complete,98,97,95,2026-03-18T09:40-07:00,1,P-B
A26-8574,screening,complete,88,94,74,2026-03-05T15:00-08:00,1,P-C
A26-2709,screening,complete,60,97,67,2026-03-01T12:00-08:00,1,P-A
A26-5113,screening,complete,71,87,93,2026-03-07T12:00-08:00,1,P-D
A26-8425,final,complete,72,98,92,2026-03-15T09:00-07:00,1,P-B
A26-5076,screening,complete,91,70,65,2026-03-03T13:00-08:00,1,P-D
A26-5017,final,complete,79,77,78,2026-03-15T09:20-07:00,1,P-D
A26-0685,screening,complete,98,67,62,2026-03-02T10:00-08:00,1,P-A
A26-7111,screening,complete,75,97,86,2026-03-02T09:00-08:00,1,P-D
A26-5007,final,complete,75,88,78,2026-03-15T17:20-07:00,1,P-D
A26-4971,final,complete,81,79,85,2026-03-18T13:00-07:00,1,P-D
A26-5082,final,complete,84,91,89,2026-03-13T11:40-07:00,1,P-D
A26-8862,final,complete,73,73,95,2026-03-21T17:00-07:00,1,P-D
A26-5043,final,complete,79,72,74,2026-03-23T12:40-07:00,1,P-A
A26-5037,final,pending,81,74,70,2026-03-20T12:40-07:00,1,P-A
A26-1695,final,pending,82,89,70,2026-03-22T12:00-07:00,1,P-B
A26-0918,final,complete,84,95,91,2026-03-22T09:40-07:00,1,P-C
A26-5005,final,complete,83,86,92,2026-03-16T17:00-07:00,1,P-D
A26-9786,final,complete,72,77,91,2026-03-18T09:00-07:00,1,P-A
A26-3326,final,complete,74,95,83,2026-03-18T17:40-07:00,1,P-C
A26-5137,final,pending,78,81,97,2026-03-16T17:40-07:00,1,P-D
A26-8466,final,complete,83,88,79,2026-03-20T12:00-07:00,1,P-A
A26-4127,final,complete,94,99,96,2026-03-23T12:00-07:00,1,P-C
A26-8176,final,complete,91,75,72,2026-03-12T14:00-07:00,1,P-D
A26-5696,final,pending,74,80,71,2026-03-16T13:20-07:00,1,P-C
A26-3108,screening,complete,,94,63,2026-03-05T11:00-08:00,1,P-A
A26-5124,final,complete,71,72,66,2026-03-20T09:40-07:00,1,P-C
A26-9269,final,complete,75,75,92,2026-03-21T15:00-07:00,1,P-A
A26-6126,final,complete,95,87,93,2026-03-15T12:20-07:00,1,P-D
A26-1026,screening,complete,95,90,84,2026-03-06T09:00-08:00,1,P-C
A26-5148,screening,complete,78,96,67,2026-03-07T09:00-08:00,1,P-A
A26-1723,screening,complete,80,82,67,2026-03-05T11:00-08:00,1,P-D
A26-3984,final,complete,91,75,79,2026-03-12T11:00-07:00,1,P-A
A26-1026,final,complete,84,92,80,2026-03-21T16:00-07:00,1,P-C
A26-4495,screening,complete,88,97,71,2026-03-03T12:00-08:00,1,P-B
A26-1830,screening,complete,87,85,71,2026-03-03T09:00-08:00,1,P-D
A26-7399,screening,complete,72,78,64,2026-03-06T10:00-08:00,1,P-D
A26-1817,final,complete,80,93,93,2026-03-14T14:20-07:00,1,P-C
A26-6726,screening,complete,86,97,90,2026-03-03T10:00-08:00,1,P-A
A26-5133,screening,complete,84,86,79,2026-03-01T15:00-08:00,1,P-D
A26-1133,final,pending,83,80,80,2026-03-13T16:20-07:00,1,P-A
A26-5052,final,complete,80,75,94,2026-03-23T15:40-07:00,1,P-A
A26-5027,screening,complete,74,70,62,2026-03-01T12:00-08:00,1,P-C
A26-5083,final,complete,85,95,95,2026-03-12T13:00-07:00,1,P-C
A26-5172,final,complete,82,80,92,2026-03-23T14:40-07:00,1,P-A
A26-1430,final,complete,88,94,91,2026-03-12T16:20-07:00,1,P-A
A26-5147,screening,complete,69,82,69,2026-03-08T15:00-08:00,1,P-C
A26-5065,final,complete,73,86,86,2026-03-17T12:00-07:00,1,P-C
A26-4388,screening,complete,,81,78,2026-03-07T11:00-08:00,1,P-D
A26-5239,final,complete,79,69,86,2026-03-09T12:00-07:00,1,P-D
A26-5153,final,complete,77,90,86,2026-03-21T11:20-07:00,1,P-D
A26-5119,screening,complete,77,85,67,2026-03-08T11:00-08:00,1,P-B
A26-1502,final,complete,79,84,72,2026-03-23T09:20-07:00,1,P-D
A26-8910,final,complete,70,73,83,2026-03-16T16:00-07:00,1,P-C
A26-4568,final,pending,88,94,86,2026-03-17T10:00-07:00,1,P-C
A26-3815,final,complete,90,98,86,2026-03-28T11:00-07:00,1,P-D
A26-7987,final,complete,93,84,89,2026-03-15T16:40-07:00,1,P-D
A26-4495,final,complete,92,85,84,2026-03-16T09:40-07:00,1,P-B
A26-0166,final,complete,80,82,81,2026-03-16T09:00-07:00,1,P-D
A26-5042,screening,complete,79,81,80,2026-03-03T12:00-08:00,1,P-A
A26-0715,screening,complete,66,65,97,2026-03-05T13:00-08:00,1,P-C
A26-3815,final,complete,87,99,88,2026-03-10T13:40-07:00,1,P-C
A26-5091,screening,complete,76,87,87,2026-03-03T16:00-08:00,1,P-C
A26-5064,final,complete,74,72,70,2026-03-12T15:00-07:00,1,P-B
A26-5159,final,complete,81,86,88,2026-03-12T16:40-07:00,1,P-B
A26-9786,screening,complete,83,66,87,2026-03-03T10:00-08:00,1,P-A
A26-5117,final,complete,71,74,85,2026-03-20T17:40-07:00,1,P-C
A26-6401,screening,complete,84,91,88,2026-03-05T10:00-08:00,1,P-D
A26-9486,final,complete,73,94,75,2026-03-16T09:00-07:00,1,P-B
A26-8081,final,pending,77,77,78,2026-03-23T15:20-07:00,1,P-A
A26-0135,final,complete,79,98,86,2026-03-20T16:20-07:00,1,P-A
A26-3833,final,complete,87,89,90,2026-03-11T16:40-07:00,1,P-A
A26-5180,final,complete,78,90,92,2026-03-18T15:00-07:00,1,P-C
A26-4264,screening,complete,59,79,81,2026-03-07T10:00-08:00,1,P-D
A26-2914,final,complete,94,97,96,2026-03-18T13:40-07:00,1,P-C
A26-5055,screening,complete,63,72,83,2026-03-01T14:00-08:00,1,P-C
A26-5110,screening,complete,67,96,90,2026-03-02T12:00-08:00,1,P-D
A26-5183,final,complete,87,93,73,2026-03-18T13:20-07:00,1,P-D
A26-1244,screening,complete,59,82,74,2026-03-03T10:00-08:00,1,P-C
A26-5176,final,complete,84,96,79,2026-03-10T10:40-07:00,1,P-B
A26-2525,screening,complete,92,79,77,2026-03-08T10:00-08:00,1,P-C
A26-4985,final,complete,88,77,87,2026-03-14T15:00-07:00,1,P-C
A26-5008,final,complete,96,77,77,2026-03-13T14:20-07:00,1,P-C
A26-8862,screening,complete,77,94,90,2026-03-07T10:00-08:00,1,P-C
A26-9295,final,complete,83,81,83,2026-03-16T11:20-07:00,1,P-A
A26-7021,final,complete,78,93,74,2026-03-15T16:00-07:00,1,P-B
A26-5044,screening,complete,89,88,96,2026-03-01T16:00-08:00,1,P-A
A26-0138,final,complete,75,80,75,2026-03-14T16:00-07:00,2,P-D
A26-9969,final,complete,83,79,74,2026-03-18T12:40-07:00,2,P-A
A26-0307,final,complete,91,79,94,2026-03-28T11:00-07:00,1,P-D
A26-1778,screening,complete,86,85,78,2026-03-05T09:00-08:00,1,P-A
A26-5151,screening,complete,66,86,80,2026-03-02T10:00-08:00,1,P-A
A26-2367,final,complete,78,79,89,2026-03-15T10:00-07:00,1,P-D
A26-2367,screening,complete,90,90,74,2026-03-04T12:00-08:00,1,P-D
A26-1298,final,complete,90,88,84,2026-03-12T17:00-07:00,1,P-C
A26-0953,screening,complete,72,69,99,2026-03-01T14:00-08:00,1,P-A
A26-0328,screening,complete,81,67,93,2026-03-06T13:00-08:00,1,P-C
A26-5005,final,complete,85,85,88,2026-03-28T11:00-07:00,1,P-D
A26-8803,final,complete,81,96,79,2026-03-15T16:20-07:00,1,P-C
A26-0737,final,complete,71,80,87,2026-03-11T12:40-07:00,1,P-A
A26-9809,screening,complete,90,96,70,2026-03-05T16:00-08:00,1,P-D
A26-1206,final,complete,93,83,96,2026-03-17T13:00-07:00,1,P-A
A26-5162,screening,complete,87,96,98,2026-03-04T11:00-08:00,1,P-C
A26-5126,final,complete,84,89,93,2026-03-09T09:40-07:00,1,P-D
A26-9698,screening,complete,75,95,70,2026-03-05T11:00-08:00,1,P-C
A26-6254,final,complete,82,76,70,2026-03-18T09:20-07:00,1,P-C
A26-2381,final,complete,85,91,81,2026-03-23T09:40-07:00,1,P-B
A26-5163,final,pending,93,74,90,2026-03-18T14:20-07:00,1,P-C
A26-1237,final,complete,87,78,75,2026-03-22T15:40-07:00,1,P-C
A26-5110,final,complete,76,94,84,2026-03-22T09:40-07:00,1,P-D
A26-5096,screening,complete,94,87,87,2026-03-05T14:00-08:00,1,P-B
A26-5026,final,complete,92,92,74,2026-03-08T13:40-07:00,1,P-C
A26-5060,screening,complete,96,75,76,2026-03-08T15:00-08:00,1,P-D
A26-5675,screening,complete,84,79,68,2026-03-02T09:00-08:00,1,P-C
A26-1251,screening,complete,97,92,61,2026-03-07T10:00-08:00,1,P-C
A26-7566,screening,complete,62,67,85,2026-03-08T15:00-08:00,1,P-A
A26-8545,final,complete,88,79,86,2026-03-19T09:00-07:00,1,P-C
A26-3722,final,complete,73,80,83,2026-03-17T17:40-07:00,1,P-A
A26-1732,final,complete,84,97,88,2026-03-18T14:40-07:00,1,P-D
A26-4218,final,complete,,97,90,2026-03-11T11:00-07:00,1,P-B
A26-2026,screening,complete,72,91,86,2026-03-04T11:00-08:00,1,P-A
A26-0934,final,complete,86,98,77,2026-03-12T11:00-07:00,2,P-B
A26-3425,final,complete,93,72,80,2026-03-20T09:20-07:00,1,P-C
A26-5075,final,complete,96,69,98,2026-03-13T12:20-07:00,1,P-A
A26-9218,final,complete,84,89,89,2026-03-19T09:20-07:00,1,P-D
A26-9872,final,complete,79,73,94,2026-03-16T12:00-07:00,1,P-B
A26-3936,final,complete,86,75,98,2026-03-12T10:40-07:00,1,P-C
A26-5183,final,complete,91,93,73,2026-03-28T11:00-07:00,1,P-D
A26-5085,screening,complete,56,78,92,2026-03-06T14:00-08:00,1,P-C
A26-6018,final,complete,89,84,74,2026-03-15T16:00-07:00,1,P-C
A26-0953,final,complete,81,73,97,2026-03-22T09:20-07:00,1,P-D
A26-3732,final,complete,86,95,84,2026-03-22T10:20-07:00,1,P-D
A26-1265,final,complete,99,76,93,2026-03-08T17:00-07:00,1,P-B
A26-5769,screening,complete,59,99,95,2026-03-07T13:00-08:00,1,P-C
A26-2244,final,complete,91,93,90,2026-03-20T10:20-07:00,2,P-C
A26-5070,final,complete,87,85,74,2026-03-15T09:20-07:00,1,P-A
A26-5098,final,complete,80,74,92,2026-03-15T14:40-07:00,1,P-A
A26-5035,final,complete,73,73,72,2026-03-22T11:40-07:00,1,P-D
A26-5094,final,complete,80,98,98,2026-03-16T14:20-07:00,1,P-B
A26-6745,screening,complete,89,65,62,2026-03-06T11:00-08:00,1,P-A
A26-1732,final,complete,87,97,88,2026-03-18T14:40-07:00,2,P-D
A26-4787,final,complete,79,96,98,2026-03-18T11:20-07:00,1,P-D
A26-1505,screening,complete,56,93,89,2026-03-04T15:00-08:00,1,P-C
A26-2709,final,complete,89,98,82,2026-03-13T11:40-07:00,1,P-C
A26-7367,screening,complete,91,95,66,2026-03-08T13:00-08:00,1,P-B
A26-5824,final,complete,77,86,85,2026-03-13T12:20-07:00,1,P-A
A26-5067,final,complete,83,84,81,2026-03-10T17:00-07:00,1,P-B
A26-1347,final,complete,70,91,81,2026-03-17T12:40-07:00,1,P-C
A26-6954,screening,complete,94,99,85,2026-03-03T14:00-08:00,1,P-C
A26-8377,screening,complete,77,81,97,2026-03-08T14:00-08:00,1,P-C
A26-5071,final,complete,82,76,86,2026-03-11T14:00-07:00,1,P-B
A26-5073,final,complete,72,85,72,2026-03-14T16:00-07:00,1,P-C
A26-9014,screening,complete,68,87,68,2026-03-06T15:00-08:00,1,P-B
A26-5109,final,complete,73,92,83,2026-03-13T10:00-07:00,1,P-A
A26-2120,final,complete,87,78,93,2026-03-18T16:00-07:00,1,P-C
A26-5044,final,complete,92,88,74,2026-03-16T14:00-07:00,1,P-C
A26-5077,final,complete,84,91,67,2026-03-09T17:40-07:00,1,P-D
A26-4218,screening,complete,,67,84,2026-03-01T10:00-08:00,1,P-C
A26-5095,screening,complete,63,65,95,2026-03-08T15:00-08:00,1,P-C
A26-8176,screening,complete,84,95,71,2026-03-01T15:00-08:00,1,P-B
A26-5146,final,complete,94,78,75,2026-03-20T16:40-07:00,1,P-C
A26-6215,screening,complete,61,66,69,2026-03-03T11:00-08:00,1,P-D
A26-3028,screening,complete,58,74,67,2026-03-04T09:00-08:00,1,P-B
A26-1331,final,pending,82,86,94,2026-03-21T14:00-07:00,1,P-D
A26-2088,final,complete,84,94,77,2026-03-21T12:40-07:00,1,P-A
A26-4873,screening,complete,83,93,98,2026-03-04T14:00-08:00,1,P-B
A26-5015,final,complete,75,94,82,2026-03-12T10:40-07:00,1,P-A
A26-5168,final,complete,88,79,71,2026-03-13T11:00-07:00,1,P-C
A26-0841,final,complete,99,99,92,2026-03-14T10:40-07:00,1,P-D
A26-2619,final,complete,84,97,95,2026-03-19T12:20-07:00,1,P-B
A26-9115,final,complete,77,81,82,2026-03-21T16:20-07:00,2,P-C
A26-1881,final,complete,88,93,85,2026-03-21T10:20-07:00,2,P-D
A26-4847,screening,complete,95,80,87,2026-03-04T12:00-08:00,1,P-B
A26-5127,final,complete,79,87,83,2026-03-12T16:00-07:00,1,P-C
A26-3355,final,complete,97,89,84,2026-03-05T17:40-07:00,1,P-A
A26-6808,final,complete,84,94,71,2026-03-13T14:00-07:00,1,P-C
A26-7725,final,complete,69,95,99,2026-03-18T09:00-07:00,1,P-D
A26-5134,final,complete,92,88,83,2026-03-17T09:00-07:00,1,P-C
A26-3016,screening,complete,79,73,92,2026-03-06T09:00-08:00,1,P-A
A26-5047,final,complete,87,94,79,2026-03-13T11:20-07:00,1,P-D
A26-3614,final,complete,72,93,91,2026-03-15T09:40-07:00,1,P-A
A26-4951,screening,complete,87,95,73,2026-03-04T16:00-08:00,1,P-C
A26-0138,final,complete,72,80,75,2026-03-14T16:00-07:00,1,P-D
A26-5135,final,complete,82,73,73,2026-03-22T16:40-07:00,1,P-B
A26-1298,screening,complete,64,96,98,2026-03-03T15:00-08:00,1,P-D
A26-5490,final,complete,91,91,98,2026-03-28T11:00-07:00,1,P-D
A26-3079,final,complete,74,89,75,2026-03-19T12:40-07:00,1,P-C
A26-5149,final,complete,74,93,97,2026-03-08T13:00-07:00,1,P-A
A26-3929,final,complete,79,72,91,2026-03-13T16:20-07:00,1,P-A
A26-9316,screening,complete,72,76,75,2026-03-06T13:00-08:00,1,P-A
A26-7399,final,complete,84,79,81,2026-03-08T14:40-07:00,1,P-B
A26-4074,final,complete,93,85,74,2026-03-19T17:00-07:00,1,P-B
A26-3635,final,complete,88,86,90,2026-03-22T17:40-07:00,1,P-A
A26-2933,screening,complete,73,81,72,2026-03-02T11:00-08:00,1,P-D
A26-8309,final,complete,88,80,98,2026-03-23T13:40-07:00,1,P-C
A26-5013,screening,complete,63,82,62,2026-03-03T16:00-08:00,1,P-A
A26-3538,screening,complete,58,71,79,2026-03-08T09:00-08:00,1,P-C
A26-2331,screening,complete,60,89,70,2026-03-08T14:00-08:00,1,P-D
A26-3554,final,complete,82,89,72,2026-03-15T11:20-07:00,1,P-A
A26-9411,screening,complete,76,85,98,2026-03-05T16:00-08:00,1,P-C
A26-5174,screening,complete,65,91,64,2026-03-05T12:00-08:00,1,P-A
A26-2356,screening,complete,76,74,94,2026-03-01T15:00-08:00,1,P-D
A26-7705,final,pending,80,75,73,2026-03-13T17:40-07:00,1,P-A
A26-1814,screening,complete,55,82,64,2026-03-04T11:00-08:00,1,P-A
A26-5053,final,complete,86,83,73,2026-03-16T11:20-07:00,1,P-A
A26-5239,screening,complete,70,87,91,2026-03-07T14:00-08:00,1,P-D
A26-5167,screening,complete,59,83,65,2026-03-08T14:00-08:00,1,P-D
A26-2159,final,complete,77,83,80,2026-03-28T11:00-07:00,1,P-D
A26-5396,final,complete,88,88,84,2026-03-17T09:20-07:00,2,P-D
A26-8474,screening,complete,82,92,78,2026-03-07T13:00-08:00,1,P-D
A26-5010,final,complete,89,79,99,2026-03-14T09:20-07:00,1,P-D
A26-4074,screening,complete,91,66,65,2026-03-01T11:00-08:00,1,P-D
A26-5018,screening,complete,64,98,72,2026-03-03T13:00-08:00,1,P-B
A26-5093,final,complete,89,98,80,2026-03-13T15:20-07:00,1,P-A
A26-4993,screening,complete,78,70,74,2026-03-01T16:00-08:00,1,P-D
A26-0201,final,complete,71,95,80,2026-03-13T09:40-07:00,1,P-C
A26-6745,final,complete,94,79,76,2026-03-17T16:00-07:00,1,P-B
A26-4847,final,complete,80,90,69,2026-03-08T15:20-07:00,1,P-B
A26-2278,final,complete,70,76,87,2026-03-17T10:00-07:00,1,P-D
A26-0841,final,complete,90,98,94,2026-03-20T10:40-07:00,2,P-A
A26-1289,final,complete,81,73,85,2026-03-17T09:40-07:00,1,P-C
A26-5041,final,complete,92,96,95,2026-03-20T17:00-07:00,1,P-C
A26-5177,screening,complete,94,94,95,2026-03-03T16:00-08:00,1,P-A
A26-6617,final,complete,76,96,82,2026-03-19T13:20-07:00,1,P-C
A26-5063,final,complete,86,83,91,2026-03-19T13:40-07:00,1,P-D
A26-4984,screening,complete,63,99,95,2026-03-08T11:00-08:00,1,P-B
A26-1847,screening,complete,,71,73,2026-03-01T16:00-08:00,1,P-A
A26-5142,screening,complete,89,98,87,2026-03-05T16:00-08:00,1,P-C
A26-2031,final,complete,72,88,88,2026-03-15T12:20-07:00,1,P-D
A26-3732,final,complete,87,98,86,2026-03-15T10:20-07:00,1,P-C
A26-4264,final,complete,84,72,93,2026-03-21T16:40-07:00,1,P-A
A26-5146,screening,complete,71,75,74,2026-03-03T16:00-08:00,1,P-B
A26-1447,final,complete,87,77,71,2026-03-18T14:20-07:00,1,P-A
A26-5007,screening,complete,80,66,78,2026-03-03T15:00-08:00,1,P-B
A26-5071,final,complete,84,74,88,2026-03-16T14:00-07:00,1,P-C
A26-5140,final,complete,92,77,74,2026-03-20T11:40-07:00,1,P-C
A26-6129,final,complete,88,77,74,2026-03-17T17:40-07:00,1,P-B
A26-5174,final,complete,95,83,87,2026-03-06T09:20-07:00,1,P-C
A26-0309,screening,complete,82,69,96,2026-03-07T11:00-08:00,1,P-B
A26-5020,final,pending,80,82,75,2026-03-16T09:00-07:00,1,P-C
A26-5128,screening,complete,90,68,75,2026-03-04T09:00-08:00,1,P-D
A26-2493,final,pending,92,93,76,2026-03-12T12:00-07:00,1,P-C
A26-2800,screening,complete,85,92,90,2026-03-03T15:00-08:00,1,P-B
A26-2244,screening,complete,99,65,76,2026-03-08T14:00-08:00,1,P-B
A26-5039,screening,complete,57,95,73,2026-03-04T11:00-08:00,1,P-C
A26-7784,final,complete,70,78,72,2026-03-16T16:20-07:00,1,P-D
A26-9928,screening,complete,68,81,86,2026-03-08T12:00-08:00,1,P-A
A26-8260,final,pending,80,81,79,2026-03-17T10:40-07:00,1,P-B
A26-2739,screening,complete,85,67,63,2026-03-01T15:00-08:00,1,P-B
A26-1447,screening,complete,95,97,93,2026-03-07T13:00-08:00,1,P-B
A26-2052,screening,complete,55,73,72,2026-03-07T10:00-08:00,1,P-D
A26-0620,final,complete,78,98,78,2026-03-12T15:00-07:00,1,P-C
A26-0918,screening,complete,67,70,87,2026-03-06T13:00-08:00,1,P-D
A26-3484,screening,complete,56,78,72,2026-03-04T16:00-08:00,1,P-C
A26-4453,final,complete,90,94,97,2026-03-14T17:00-07:00,1,P-C
A26-5171,final,complete,85,72,74,2026-03-16T11:00-07:00,1,P-C
A26-9571,screening,complete,92,65,94,2026-03-01T12:00-08:00,1,P-B
A26-8764,final,complete,92,82,90,2026-03-10T15:20-07:00,1,P-A
A26-5181,screening,complete,55,88,66,2026-03-06T09:00-08:00,1,P-C
A26-0841,final,complete,87,98,94,2026-03-20T10:40-07:00,1,P-D
A26-6018,screening,complete,71,74,90,2026-03-05T16:00-08:00,1,P-A
A26-5131,final,complete,75,88,82,2026-03-28T11:00-07:00,1,P-D
A26-1069,final,complete,91,85,85,2026-03-15T09:40-07:00,1,P-A
A26-5133,final,complete,92,91,93,2026-03-12T14:20-07:00,1,P-B
A26-9014,final,complete,92,89,79,2026-03-16T11:00-07:00,1,P-A
A26-5142,final,complete,87,75,78,2026-03-07T15:00-07:00,1,P-C
A26-9872,final,complete,82,73,94,2026-03-16T12:00-07:00,2,P-B
A26-5054,screening,complete,66,69,78,2026-03-07T15:00-08:00,1,P-B
A26-5023,final,complete,87,96,98,2026-03-16T16:20-07:00,1,P-C
A26-6165,final,complete,82,93,93,2026-03-23T09:00-07:00,1,P-A
A26-5008,screening,complete,63,98,78,2026-03-06T11:00-08:00,1,P-A
A26-9407,final,complete,92,83,78,2026-03-19T10:00-07:00,1,P-B
A26-5573,screening,complete,67,87,69,2026-03-06T11:00-08:00,1,P-B
A26-8474,final,complete,79,81,82,2026-03-17T10:40-07:00,1,P-B
A26-2381,final,complete,81,91,81,2026-03-28T11:00-07:00,1,P-D
A26-3538,final,pending,77,98,83,2026-03-18T13:20-07:00,1,P-A
A26-4010,final,complete,82,85,97,2026-03-14T17:20-07:00,1,P-B
A26-5028,screening,complete,55,69,91,2026-03-04T12:00-08:00,1,P-D
A26-5061,final,complete,92,73,73,2026-03-17T11:00-07:00,1,P-A
A26-8788,screening,complete,77,71,64,2026-03-07T16:00-08:00,1,P-D
A26-3936,screening,complete,55,71,94,2026-03-07T11:00-08:00,1,P-A
A26-2914,final,complete,,99,95,2026-03-11T13:40-07:00,1,P-A
A26-5970,final,complete,84,91,93,2026-03-09T16:00-07:00,1,P-B
A26-5181,final,pending,79,94,76,2026-03-13T17:20-07:00,1,P-D
A26-5097,final,pending,72,85,76,2026-03-20T10:00-07:00,1,P-C
